status,skip_reason,record_id,figure,term,state_code,year,title,url
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2007,Mapping Diversities and Tracing Trends of Cultural Homogeneity/Heterogeneity in Cyberspace,https://doi.org/10.1111/j.1083-6101.2007.00373.x
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2007,An Approach To Image Extraction And Accurate Skin Detection From Web Pages,https://zenodo.org/record/1084796
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,Cross‐cultural quality comparison of online health information for elderly care on yahoo! answers,https://doi.org/10.1002/meet.2014.14505101055
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2005,Proceedings of the 7th ACM SIGMM international workshop on Multimedia information retrieval,https://doi.org/10.1145/1101826
inserted,,773,Yahoo,Yahoo,,2006,The World Trade Law of Censorship and Internet Filtering,https://chicagounbound.uchicago.edu/cjil/vol7/iss1/12
inserted,,774,Yahoo,Yahoo,,2018,"What Can You Find about Polycystic Ovary Syndrome (PCOS) Online? Assessing Online Information on PCOS: Quality, Content, and User-Friendliness",https://doi.org/10.1055/s-0038-1667186
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,Scoping Review on Search Queries and Social Media for Disease Surveillance: A Chronology of Innovation,https://doi.org/10.2196/jmir.2740
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,Where Is the Money? The Intersectionality of the Spirit World and the Acquisition of Wealth,https://doi.org/10.3390/rel10030146
inserted,,775,Yahoo,Yahoo,,2018,"Content, Quality, and Assessment Tools of Physician-Rating Websites in 12 Countries: Quantitative Analysis",https://doi.org/10.2196/jmir.9105
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,"Digital health literacy, online information-seeking behaviour, and satisfaction of Covid-19 information among the university students of East and South-East Asia",https://doi.org/10.1371/journal.pone.0266276
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Experiences of local victims of Yahoo Boys’ socio-economic cybercrimes in Nigeria,https://doi.org/10.1007/s44202-025-00479-5
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2012,Can't tell a yahoo from a yowie,https://openalex.org/W1501775044
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,Web-Based Intervention Programs for Depression: A Scoping Review and Evaluation,https://doi.org/10.2196/jmir.3147
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2002,"Yahoo!, Inc. v. LICRA: The French Challenge to Free Expression on the Internet",https://digitalcommons.wcl.american.edu/auilr/vol18/iss1/6
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,Relevance of the technology acceptance model (TAM) in information management research: a review of selected empirical evidence,https://doi.org/10.17261/pressacademia.2020.1186
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,PRMS: Design and Development of Patients’ E-Healthcare Records Management System for Privacy Preservation in Third Party Cloud Platforms,https://doi.org/10.1109/access.2022.3198094
inserted,,776,Yahoo,Yahoo,,2012,Advice in Discourse,https://doi.org/10.1075/pbns.221
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,"Pulpit, power, and predation: “Yahoo Men of God,” prosperity theology, and the Twin Fraud Triangles",https://doi.org/10.1177/20503032251381309
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2016,Assessing the Level of Popularity of European Stag Tourism Destinations,https://doi.org/10.1515/quageo-2016-0023
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2005,Automated Assessment of the Quality of Depression Websites,https://doi.org/10.2196/jmir.7.5.e59
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2018,Diet and Multiple Sclerosis: Scoping Review of Web-Based Recommendations,https://doi.org/10.2196/10050
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,Defining the Good Citizen: Online Conceptions of American Members of the Yahoo! Answers Community,https://doi.org/10.11114/ijsss.v5i4.2265
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,Paediatricots: Utilisation of an Australian list serve to support occupational therapists working with children,https://doi.org/10.1111/j.1440-1630.2007.00716.x
inserted,,777,Yahoo,Yahoo,,2011,It’s in the Pipes: Using Mash-Up Technology in the Parliament of Australia Library,https://doi.org/10.1080/00048623.2011.10722234
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,A Theoretical Approach to Electronic Prescription System: Lesson Learned from Literature Review,https://doi.org/10.5812/ircmj.8436
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,Dampak Pandemi Covid-19 Terhadap Nilai Harga Saham Syariah di Indonesia,https://doi.org/10.29040/jiei.v7i1.1772
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Understanding pet reptile preferences in Japan: an analysis using Yahoo! Chiebukuro and Google Trends,https://doi.org/10.33256/35.2.146154
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2005,"Learning to Collaborate, Collaboratively: An Online Community Building and Knowledge Construction Approach to Teaching Computer Supported Collaborative Work at an Australian University",https://researchoutput.csu.edu.au/en/publications/learning-to-collaborate-collaboratively-an-online-community-build
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2018,A Robust Regression-Based Stock Exchange Forecasting and Determination of Correlation between Stock Markets,https://doi.org/10.3390/su10103702
inserted,,778,Yahoo,Yahoo,,2006,Beyond Racism: Some Opinions about Racialism and American Archaeology,https://doi.org/10.1353/aiq.2006.0021
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,"Seeking Web-Based Information About Attention Deficit Hyperactivity Disorder: Where, What, and When",https://doi.org/10.2196/jmir.6579
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2015,Cultures in Community Question Answering,http://arxiv.org/abs/1508.05044
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,Effectiveness of multifaceted fall-prevention programs for the elderly in residential care,https://doi.org/10.1136/ip.2007.017533
inserted,,779,Yahoo,Yahoo,QLD,1862,On the Occurrence of Mesozoic and Permian Faunæ in Eastern Australia,https://doi.org/10.1144/gsl.jgs.1862.018.01-02.36
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2018,A Coherent Unsupervised Model for Toponym Resolution,https://doi.org/10.1145/3178876.3186027
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,A summary of high quality online information resources for parents with cancer who have adolescent and young adult children: A scoping review,https://doi.org/10.1002/pon.5274
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2009,Annotating Question Types in Social Q&amp;A Sites,https://openalex.org/W2264170501
inserted,,780,Yahoo,Yahoo,,2007,Search engine retrieval of changing information,https://doi.org/10.1145/1242572.1242762
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Cyberterrorism as a global threat: a review on repercussions and countermeasures,https://doi.org/10.7717/peerj-cs.1772
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2016,"Power, Metaphor, and the Closing of a Social Networking Site",https://dc.etsu.edu/etsu-works/747
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,Quality evaluation of geriatric health information on Yahoo! Answers : a cross-cultural comparative study,https://doi.org/10.5353/th_b5091651
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2009,Proceedings of the 20th ACM conference on Hypertext and hypermedia,https://dl.acm.org/citation.cfm?id=1557914
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,"It s All About Love : Organization, Knowledge Sharing and Innovation Among the Nigerian Yahoo Boys",http://hdl.handle.net/10852/41667
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2010,Presencia y visibilidad web de las universidades públicas españolas,https://doi.org/10.3989/redc.2010.2.740
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,Investigation of the Total Phenolic Content and Antioxidant Capacity of Three Sweet Pepper Cultivars (Capsicum annuum L.) at Different Development and Maturation Stages,https://doi.org/10.3311/ppch.15553
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,Health Information Seeking Behavior (HISB): A Study of a Developing Country,https://digitalcommons.unl.edu/libphilprac/902
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2010,Canvassing the Cyber Security Landscape: Why Energy Companies Need to Pay Attention,https://resolver.tno.nl/uuid:83e3c803-cafc-4293-b1e4-b74f07e0d7c9
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2010,Visibilidad de las sedes web de los museos de Cataluña,https://doi.org/10.3989/redc.2010.4.754
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,Question Popularity Analysis and Prediction in Community Question Answering Services,https://doi.org/10.1371/journal.pone.0085236
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2006,Proceedings of the 8th annual ACM international workshop on Web information and data management,https://doi.org/10.1145/1183550
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,An Intelligent Video Tag Recommendation Method for Improving Video Popularity in Mobile Computing Environment,https://doi.org/10.1109/access.2019.2961392
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2006,Small Business and Regional Portals in Australia,https://doi.org/10.4018/978-1-59140-799-7.ch163
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2007,World Wide Web resources on control of nosocomial infections.,https://doi.org/10.1186/cc5116
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Tanggung Jawab Pelaku Usaha dalam Transaksi Elektronik melalui Situs Internet di Tinjau dari Perspektif Hukum Perlindungan Konsumen,https://doi.org/10.37010/fcs.v4i1.1153
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2011,"Scoring Australia: film music and Australian identities in Young Einstein, Strictly Ballroom and The Adventures of Priscilla, Queen of the Desert",https://epubs.scu.edu.au/sass_pubs/117
inserted,,781,Yahoo,Yahoo,,2010,Narrative Discourse Analysis of A Foreigner’s Story During His Work in Indonesia,https://doi.org/10.21512/lc.v4i1.350
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,The use of rhetorical strategies in Q&amp;A discussion,https://doi.org/10.1108/jd-11-2012-0152
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,The Quality and Content of Internet‐Based Information on Orthopaedic Sports Medicine Requires Improvement: A Systematic Review,https://doi.org/10.1016/j.asmr.2021.05.007
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,Proposed amendments for consideration in the review of the copyright and trademarks protection for the digital environment in Nigeria,http://hdl.handle.net/11427/13037
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2009,Proceedings of the 20th ACM conference on Hypertext and hypermedia,https://doi.org/10.1145/1557914
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2009,"A Citation Analysis of &lt;i&gt;College &amp; Research Libraries&lt;/i&gt; Comparing Yahoo, Google, Google Scholar, and ISI Web of Knowledge with Implications for Promotion and Tenure",https://doi.org/10.5860/0700460
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2016,An Analysis of the Content and Availability of Information on Suicide Methods Online,https://doi.org/10.1080/15398285.2016.1167579
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Digitalization of Payment Instruments: Cashless Payments and Loyalty Points Systems,https://doi.org/10.1007/978-981-16-7830-1_7
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,Are web mentions accurate substitutes for inlinks for Spanish universities?,https://doi.org/10.1108/oir-10-2012-0189
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,"Impact of Global Index, Gold Price and Macro Economic Variable for Indonesia Composite Index",http://iiste.org/Journals/index.php/RJFA/article/view/35046
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,OERScout technology framework: A novel approach to open educational resources search,https://doi.org/10.19173/irrodl.v14i4.1505
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Prevalence of Homicide-Suicide Incidents in Greece over 13 Years,https://doi.org/10.3390/ijerph19137736
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,"Pengaruh Sertifikat Bank Indonesia Syariah (SBIS), Jakarta Islamic Index (JII), Tingkat Inflasi, dan Index Harga Saham Gabungan (IHSG) Terhadap Nilai Tukar: Pendekatan Autoregressive Distributed LAG (ARDL)",https://doi.org/10.20473/vol4iss201710pp833-846
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,The Market Quality to Technical Analysis Performance: Intercountry Analysis,https://doi.org/10.22146/gamaijb.5658
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2011,"Flexible, customisable and good looking: multiple uses for Wordpress MU in two Australian Libraries",http://hdl.handle.net/20.500.11937/48362
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2012,Korean and Chinese Webpage Content: Who Are Talking About What and How?,https://doi.org/10.1111/j.1083-6101.2011.01571.x
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,Mass Digitization: Implications for Preserving the Scholarly Record,https://drum.lib.umd.edu/bitstream/1903/12127/1/Hahn_LRTS_52%281%29.pdf
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,Professional integration of immigrant medical professionals through alternative career pathways: an Internet scan to synthesize the current landscape,https://doi.org/10.1186/s12960-021-00599-8
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2005,Proceedings of the 7th ACM SIGMM international workshop on Multimedia information retrieval,https://dl.acm.org/action/showBook?doi=10.1145%2F1101826
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,Neural Explicit Factor Model Based on Item Features for Recommendation Systems,https://doi.org/10.1109/access.2021.3072539
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Evaluation of the quality of information online for arthroscopic Bankart repair,https://doi.org/10.1308/rcsann.2022.0024
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2016,An Efficient Electronic English Auction System with a Secure On-Shelf Mechanism and Privacy Preserving,https://doi.org/10.1155/2016/6567146
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2013,Aggregation of the web performance of internal university units as a method of quantitative analysis of a university system: The case of <scp>S</scp>pain,https://doi.org/10.1002/asi.22912
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Assessment of available online educational resources for patients with atrial fibrillation,https://doi.org/10.1016/j.hroo.2022.12.013
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Personalized Music Hybrid Recommendation Algorithms Fusing Gene Features,https://doi.org/10.1155/2022/9209022
inserted,,782,Yahoo,Yahoo,,2003,Rethinking Public Library Websites,https://www.questia.com/library/journal/1G1-113055052/rethinking-public-library-websites
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Anomaly Detection Using Multiscale C-LSTM for Univariate Time-Series,https://doi.org/10.1155/2023/6597623
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,The ownership of online news: a political economy analysis of www.FOXNews.com and www.news.yahoo.com,https://doi.org/10.31390/gradschool_dissertations.1673
inserted,,783,Yahoo,Yahoo,,2010,NARRATIVE DISCOURSE ANALYSIS OF A FOREIGNER’S STORY DURING HIS WORK IN INDONESIA,http://doi.org/10.21512/lc.v4i1.349
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2003,Regulating Speech Across Borders: Technology vs. Values,https://repository.law.umich.edu/mttlr/vol9/iss2/4
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,A Study of Optimizing Search Engine Results Through User Interaction,https://doi.org/10.1109/access.2020.2990972
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2011,1463 CONSUMERISM AND ITS IMPACT ON ROBOTIC-ASSISTED RADICAL PROSTATECTOMY,https://doi.org/10.1016/j.juro.2011.02.1398
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,Bigram and Unigram Based Text Attack via Adaptive Monotonic Heuristic Search,https://doi.org/10.1609/aaai.v35i1.16151
inserted,,784,Yahoo,Yahoo,ACT,2009,'A battle between enraged bulls' : the 2009 Australian Senate Inquiry into Sports News and Digital Media,https://researchdirect.westernsydney.edu.au/islandora/object/uws:11075
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,The Readability and Quality of Web-Based Patient Information on Nasopharyngeal Carcinoma: Quantitative Content Analysis,https://doi.org/10.2196/47762
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,Turning Flickr into a useful Citizen Science Resource,https://doi.org/10.3897/tdwgproceedings.1.20348
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,Speak No Evil: Circumventing Chinese Censorship,https://digital.sandiego.edu/sdlr/vol45/iss1/7
inserted,,785,Yahoo,Yahoo,,2009,Proceedings of the 3rd workshop on Information credibility on the web,https://doi.org/10.1145/1526993
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,Predicting the Number of Suicides in Japan Using Internet Search Queries: Vector Autoregression Time Series Model,https://doi.org/10.2196/34016
inserted,,786,Yahoo,Yahoo,VIC,1982,"Shakespeare on the Melbourne Stage, 1843-61",https://doi.org/10.1017/ccol0521247527.004
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,Persian language health websites on Ebola disease: less credible than you think?,https://doi.org/10.1186/s42506-019-0027-4
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,Social Media Changing Inter-Personal Relationship Among Urban Couples,https://doi.org/10.51611/iars.irj.v7i2.2017.129
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,Improved Task Scheduling Algorithm in Cloud Environment,https://doi.org/10.5120/16772-6342
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,Establishing the particularities of cybercrime in Nigeria: theoretical and qualitative treatments,https://philpapers.org/rec/LAZETP
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Privileging Information Is Inevitable *,http://dx.doi.org/10.4324/9781003407188-7
inserted,,787,Yahoo,Yahoo,,2009,"Keyword Advertising, and Other Invisible Uses of Third-Party Trade Marks in Online Advertising - A New Zealand/Australasian Perspective",https://doi.org/10.26686/vuwlr.v39i4.6297
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Enhancing Multicriteria-Based Recommendations by Alleviating Scalability and Sparsity Issues Using Collaborative Denoising Autoencoder,https://doi.org/10.32604/cmc.2024.047167
inserted,,788,Yahoo,Yahoo,,2007,Japan's New Security Agenda,https://doi.org/10.1080/00396330701437850
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,Fortune or foe: the fatal harm caused by a gambling disorder,https://doi.org/10.1111/add.12744
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,CALIDAD DE VIDA RELACIONADA CON SALUD: INSTRUMENTOS DE MEDICIÓN PARA VALORACIÓN DE RESULTADOS EN CIRUGÍA DIGESTIVA ALTA,https://doi.org/10.4067/s0718-40262014000300016
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,Why are some websites researched more than others? A review of researh into the global top twenty,https://doi.org/10.3145/epi.2020.ene.01
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Prospects of marine-derived compounds as potential therapeutic agents for glioma,https://doi.org/10.1080/13880209.2024.2359659
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,"Assessing the understandability, actionability, and quality of online resources for the self-management of bipolar disorder",https://doi.org/10.9740/mhc.2022.01.001
inserted,,789,Yahoo,Yahoo,QLD,2006,THE SEARCH ENGINE VISIBILITY OF QUEENSLAND VISITOR INFORMATION CENTRES' WEBSITES,http://doi.org/10.48009/2_iis_2006_228-232
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,Testing Short Term and Long Term Applicability of CAPM: A Case of Pakistani Cement Industry,https://iiste.org/Journals/index.php/RJFA/article/view/36763
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,An Evolutionary Schema for Using “it-is-what-it-is” Data in Official Statistics,https://doi.org/10.2478/jos-2019-0007
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Assessing the understandability and actionability of online resources for patients undergoing hemodialysis,https://doi.org/10.1111/1744-9987.14221
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,"Hyperparameter-Optimized RNN, LSTM, and GRU Models for Airline Stock Price Prediction: A Comparative Study on THYAO and PGSUS",https://doi.org/10.3390/sym17111905
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2014,The Growth of Global Internet Censorship and Circumvention: A Survey,https://doi.org/10.58729/1941-6687.1164
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2011,"It's a Mad, Mad Internet: Globalization and the Challenges Presented by Internet Censorship",https://www.repository.law.indiana.edu/fclj/vol63/iss3/6
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,Modeling Cryptocurrency (Bitcoin) using Vector Autoregressive (Var) Model,https://doi.org/10.18311/sdmimd/2019/23181
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2015,A comparative analysis of web-based GIS applications using usability metrics,https://openalex.org/W2338179806
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Comovement of stock markets after the first COVID wave: a study into five most affected countries,https://doi.org/10.1108/irjms-07-2021-0055
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Accessibility of Low-cost Insulin From Illegitimate Internet Pharmacies: Cross-sectional Study,https://doi.org/10.2196/25855
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,A Ranking Recommendation Algorithm Based on Dynamic User Preference,https://doi.org/10.3390/s22228683
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Time Series Prediction: Comparative Study of ML Models in the Stock Market,https://doi.org/10.21203/rs.3.rs-2183122/v1
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,The Effect of Portfolio Diversification for the Bursa Malaysia,https://doi.org/10.5430/afr.v8n4p76
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Debiasing the Conversion Rate Prediction Model in the Presence of Delayed Implicit Feedback,https://doi.org/10.3390/e26090792
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Determinan Indeks Harga Saham Gabungan (IHSG) Jangka Pendek dan Panjang,https://doi.org/10.35912/sakman.v2i1.1422
