record_id,year,date_published,title,publication,url,location_summary,canonical_figure_guess,figure_name_as_printed,snippet,relevance_code,ontology_code,humanoid_degree_code,source_voice,genre,publicness_code,ethics_flag,notes
12,,,Quinkan,English Wikipedia,https://en.wikipedia.org/api/rest_v1/page/summary/Quinkan,,Quinkan,Quinkan,,needs_review,spirit_being,spirit_person,unknown,unknown,public_heritage_page,caution_indigenous_knowledge,Initial rule-based coding; requires human review.
44,1849,Oct 1849,"Phillip Island, Victoria 1849",Australian Yowie Research,https://www.yowiehunters.com.au/victoria/1259-phillip-island-vic-1849,"Phillip Island, VIC (VIC): high",Yowie,Yowie,"Public AYR report page for Phillip Island, Victoria 1849. Source-stated location: Phillip Island, Victoria. Event field: Early Yowie Sighting. Body excerpt retained for review: Date of report: The 29 th of October, 1849",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
84,1870,1870,"Braidwood, New South Wales 1870",Australian Yowie Research,https://www.yowiehunters.com.au/new-south-wales/1361-braidwood-new-south-wales-1870,"Braidwood, NSW (NSW): high",Yowie,Yowie,"Public AYR report page for Braidwood, New South Wales 1870. Source-stated location: Braidwood, New South Wales. Event field: Yowie Sighting. Body excerpt retained for review: Source: The Naturalist - Braidwood Dispatch, 1870's",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
85,1923,1923.,"Charlton, New South Wales 1923",Australian Yowie Research,https://www.yowiehunters.com.au/new-south-wales/1369-charlton-new-south-wales-1923,"Charlton, NSW (NSW): high",Yowie,Yowie,"Public AYR report page for Charlton, New South Wales 1923. Source-stated location: Charlton, New South Wales (West of Oberon).. Event field: Yowie Sighting. Body excerpt retained for review: Source: No details, clipping from an unknown Newspaper",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
149,1932,1932.,"Charters Towers, Queensland 1932",Australian Yowie Research,https://www.yowiehunters.com.au/queensland/1280-charters-towers-qld-1932,"Charters Towers, QLD (QLD): high",Yowie,Yowie,"Public AYR report page for Charters Towers, Queensland 1932. Source-stated location: Charters Towers, Queensland. Event field: Yowie Sighting (referred to as Bunyips). Body excerpt retained for review: Date of report: Wednesday the 29 th , 1992",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
150,1950,1950,"Aramara, Queensland 1950",Australian Yowie Research,https://www.yowiehunters.com.au/queensland/1267-aramara-qld-1950,"North Aramara, QLD (QLD): high",Yowie,Yowie,"Public AYR report page for Aramara, Queensland 1950. Source-stated location: North Aramara, Queensland. Event field: Yowie Sighting. Body excerpt retained for review: Authors note: The newspaper of the 11th March 2000 was headed: ""The Yowie Hunters"". ""To some it's just a huge, hairy joke, but 12 deadly serious men plan to search for that ape-like and always elusive creature, the yowie"".",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
86,1962,1962,"Dungay Creek, New South Wales 1962",Australian Yowie Research,https://www.yowiehunters.com.au/new-south-wales/1669-dungay-new-south-wales-1963,"Dungay Creek, NSW (NSW): high",Yowie,Yowie,"Public AYR report page for Dungay Creek, New South Wales 1962. Source-stated location: Dungay Creek, New South Wales. Event field: Yowie Sighting. Body excerpt retained for review: My brothers and sister saw it as well. There were 3 or 4 of us on the first time. We were picking oranges and filling our gumboots with them, then putting them in a billycart. We were heading back with a couple of dogs. We were walking past patches of trees and limestone rocks as we walked, when suddenly there was a roar. The dog came racing out yelping wit...",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
87,1968,1968,"Woy Woy, New South Wales 1968",Australian Yowie Research,https://www.yowiehunters.com.au/new-south-wales/1832-woy-woy-new-south-wales-1968,"Woy Woy, NSW (NSW): high",Yowie,Yowie,"Public AYR report page for Woy Woy, New South Wales 1968. Source-stated location: Woy Woy. Event field: Yowie Sighting. Body excerpt retained for review: We were kids at the time, 16 – 17 years old. Myself and a friend were climbing Blackwall Mountain to head over to Ettalong. We often met girls up there and called it our ‘happy hunting ground’.",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
45,1970,Dawn,"Sherbrooke Forest, Victoria 1970",Australian Yowie Research,https://www.yowiehunters.com.au/victoria/2174-sherbrooke-forest-victoria-1970,"Sherbrooke Forest, VIC (VIC): high",Yowie,Yowie,"Public AYR report page for Sherbrooke Forest, Victoria 1970. Source-stated location: Sherbrooke Forest, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: It was 1970, I was 18 years old and just out of High School. I was living on the edge of Sherbrooke Forest on Nation Road, which runs right next to the forest. A creek ran through the property I was leasing and we knew the girls next door, they were art teachers. There wasn’t many houses around at the time.",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
88,1973,1973,"Middle Brother Mountain, New South Wales 1973",Australian Yowie Research,https://www.yowiehunters.com.au/new-south-wales/1942-little-brother-mountain-new-south-wales-1973,"Middle Brother Mountain, NSW (NSW): high",Yowie,Yowie,"Public AYR report page for Middle Brother Mountain, New South Wales 1973. Source-stated location: Middle Brother Mountain, New South Wales. Event field: Yowie Sighting. Body excerpt retained for review: We were on a School Excursion with about 25 people at the time, and we had wondered away from the group down towards the creek beds looking for stones and what not. We heard noises in the bushes coming from our left, and it was moving parallel with us. At the time we thought it was one of the older kids trying to scare at us because we wondered off, so we s...",relevant,cryptid_style_apeman,explicit_humanoid,public_report_archive,sighting_report,public_heritage_page,ok_public,AYR public report page collected for card display; source fields require human review before analysis.
